,State,Step,Susceptible,Infected,Removed,Dead,GDP Drop
62,Florida,62,5325000,20000,16050000,80000,0.01569266589057021
63,Florida,63,5330000,25000,16040000,80000,0.01568335273573901
64,Florida,64,5350000,20000,16025000,80000,0.015646100116414215
65,Florida,65,5375000,10000,16010000,80000,0.015599534342258222
66,Florida,66,5390000,30000,15975000,80000,0.015571594877764624
67,Florida,67,5400000,20000,15975000,80000,0.015543655413271028
68,Florida,68,5425000,25000,15945000,80000,0.015487776484283832
69,Florida,69,5455000,25000,15915000,80000,0.015431897555296628
70,Florida,70,5495000,15000,15885000,80000,0.015338766006984634
71,Florida,71,5495000,25000,15875000,80000,0.015310826542491034
72,Florida,72,5495000,30000,15870000,80000,0.015245634458672637
73,Florida,73,5535000,15000,15845000,80000,0.015199068684516643
74,Florida,74,5565000,25000,15805000,80000,0.015124563445867045
75,Florida,75,5595000,25000,15775000,80000,0.015050058207217446
76,Florida,76,5650000,25000,15720000,80000,0.014947613504074258
77,Florida,77,5700000,25000,15670000,80000,0.014863795110593464
78,Florida,78,5790000,20000,15585000,80000,0.014779976717112675
79,Florida,79,5830000,35000,15530000,80000,0.014696158323631884
80,Florida,80,5875000,40000,15480000,80000,0.014668218859138289
81,Florida,81,5945000,30000,15420000,80000,0.0145750873108263
82,Florida,82,6065000,20000,15310000,80000,0.014463329452851913
83,Florida,83,6110000,40000,15245000,80000,0.01439813736903352
84,Florida,84,6170000,40000,15185000,80000,0.014295692665890333
85,Florida,85,6240000,20000,15135000,80000,0.014221187427240743
86,Florida,86,6275000,55000,15065000,80000,0.014146682188591152
87,Florida,87,6390000,35000,14970000,80000,0.014062863795110361
88,Florida,88,6465000,25000,14905000,80000,0.013969732246798374
89,Florida,89,6565000,55000,14775000,80000,0.013857974388823987
90,Florida,90,6645000,35000,14715000,80000,0.013764842840511998
91,Florida,91,6780000,25000,14590000,80000,0.013690337601862407
92,Florida,92,6785000,65000,14545000,80000,0.01358789289871922
93,Florida,93,6865000,50000,14480000,80000,0.013457508731082436
94,Florida,94,7005000,25000,14365000,80000,0.01334575087310805
95,Florida,95,7045000,65000,14285000,80000,0.013150174621652872
96,Florida,96,7185000,40000,14170000,80000,0.013047729918509684
97,Florida,97,7330000,45000,14020000,80000,0.012870779976716906
98,Florida,98,7485000,70000,13840000,80000,0.012796274738067315
99,Florida,99,7570000,50000,13775000,80000,0.012628637951105736
0,New York,0,14180000,0,5245000,25000,0.040092544987147254
1,New York,1,13705000,475000,5245000,25000,0.03609254498714702
2,New York,2,13325000,855000,5245000,25000,0.0324627249357331
3,New York,3,12920000,1260000,5245000,25000,0.02922365038560452
4,New York,4,12510000,1655000,5260000,25000,0.026406169665810064
5,New York,5,12165000,1985000,5270000,30000,0.023897172236504033
6,New York,6,11840000,2300000,5280000,30000,0.02176863753213372
7,New York,7,11480000,2640000,5300000,30000,0.020051413881747995
8,New York,8,11130000,2955000,5335000,30000,0.018539845758354597
9,New York,9,10760000,3285000,5375000,30000,0.01741902313624657
10,New York,10,10465000,3515000,5440000,30000,0.01637017994858584
11,New York,11,10190000,3745000,5485000,30000,0.015413881748071722
12,New York,12,9910000,3880000,5630000,30000,0.01469408740359873
13,New York,13,9750000,3915000,5755000,30000,0.014046272493573039
14,New York,14,9485000,4010000,5925000,30000,0.013511568123393103
15,New York,15,9245000,4045000,6130000,30000,0.013100257069408537
16,New York,16,9010000,4055000,6350000,35000,0.012832904884318567
17,New York,17,8825000,3900000,6685000,40000,0.012483290488431687
18,New York,18,8595000,3770000,7045000,40000,0.01226735218508979
19,New York,19,8470000,3535000,7400000,45000,0.01209254498714635
20,New York,20,8270000,3395000,7740000,45000,0.011989717223650206
21,New York,21,8155000,3150000,8100000,45000,0.011794344473007538
22,New York,22,7995000,2885000,8525000,45000,0.011681233933161781
23,New York,23,7815000,2610000,8980000,45000,0.011619537275064096
24,New York,24,7645000,2230000,9530000,45000,0.011547557840616797
25,New York,25,7505000,1890000,10005000,50000,0.011485861182519113
26,New York,26,7375000,1625000,10395000,55000,0.011413881748071814
27,New York,27,7260000,1305000,10830000,55000,0.01138303341902297
28,New York,28,7165000,1055000,11175000,55000,0.011362467866323741
29,New York,29,7085000,815000,11495000,55000,0.011352185089974128
30,New York,30,6980000,685000,11730000,55000,0.01131105398457567
31,New York,31,6895000,555000,11945000,55000,0.011290488431876442
32,New York,32,6820000,425000,12150000,55000,0.011290488431876442
33,New York,33,6770000,280000,12345000,55000,0.011269922879177214
34,New York,34,6715000,230000,12450000,55000,0.0112596401028276
35,New York,35,6665000,150000,12580000,55000,0.011239074550128372
36,New York,36,6620000,110000,12665000,55000,0.011197943444729914
37,New York,37,6550000,105000,12735000,60000,0.011197943444729914
38,New York,38,6495000,60000,12835000,60000,0.011197943444729914
39,New York,39,6435000,40000,12915000,60000,0.011197943444729914
40,New York,40,6400000,30000,12960000,60000,0.011177377892030686
41,New York,41,6365000,20000,13005000,60000,0.011177377892030686
42,New York,42,6340000,30000,13020000,60000,0.011156812339331459
43,New York,43,6305000,40000,13045000,60000,0.011125964010282615
44,New York,44,6280000,25000,13085000,60000,0.011115681233933002
45,New York,45,6270000,15000,13105000,60000,0.011105398457583387
46,New York,46,6245000,15000,13130000,60000,0.011095115681233773
47,New York,47,6190000,25000,13175000,60000,0.011064267352184931
48,New York,48,6170000,15000,13205000,60000,0.011053984575835318
49,New York,49,6160000,10000,13220000,60000,0.011053984575835318
50,New York,50,6125000,20000,13245000,60000,0.011043701799485705
51,New York,51,6085000,25000,13280000,60000,0.011043701799485705
52,New York,52,6065000,30000,13295000,60000,0.01103341902313609
53,New York,53,6030000,25000,13335000,60000,0.011012853470436863
54,New York,54,6030000,15000,13345000,60000,0.011012853470436863
55,New York,55,6025000,25000,13340000,60000,0.011002570694087247
